ごるふをするおんな	ごるふをするおんな 🏌️‍♀️
びゅうびゅう	びゅうびゅう 🍃
はげあたま	はげあたま 👨‍🦲 👩‍🦲 🦲 🧑‍🦲
スクーター	スクーター 🛵
タクシー正面	タクシー正面 🚖
ネクタリン	ネクタリン 🍊
したやじるし	したやじるし ⤵️ ⬇️
わふく	わふく 👘
リクシャー	リクシャー 🛺
さかさまの顔	さかさまの顔 🙃
つうか	つうか 💱 💲 💴 💵 💶 💷
うりぼう	うりぼう 🐗
ゆびのまからのぞきみるかお	ゆびのまからのぞきみるかお 🫣
８じ	８じ 🕗️
つののゆびさいん	つののゆびさいん 🤘
仏教	仏教 ☸️ 🪷
すながおちているすなどけい	すながおちているすなどけい ⏳️
おんなのようせい	おんなのようせい 🧚‍♀️
バツ	バツ ✖️ ❌️ ❎️ 🙅 🙅‍♀️ 🙅‍♂️
だんせいのすーぱーひーろー	だんせいのすーぱーひーろー 🦸‍♂️
加算	加算 ➕️
よるだん	よるだん 🇯🇴
楽器	楽器 🎷 🎸 🎹 🎺 🎻 🥁 🪇 🪈 🪉 🪕 🪗 🪘
ぴーまん	ぴーまん 🫑
すみれしょく	すみれしょく 🪻
テント	テント ⛺️ 🎪 🏕️
大人	大人 👨 👨‍🦰 👨‍🦱 👨‍🦲 👨‍🦳 👩 👩‍🦰 👩‍🦱 👩‍🦲 👩‍🦳 🧑 🧑‍🦰 🧑‍🦱 🧑‍🦲 🧑‍🦳 🧓
彫像	彫像 🗽
ほろ酔い	ほろ酔い 🥴
えいりょういんどようちいき	えいりょういんどようちいき 🇮🇴
ババ	ババ 🃏
ベビーシート	ベビーシート 🚼️
男の子	男の子 👦 👨‍👦 👨‍👦‍👦 👨‍👧‍👦 👨‍👨‍👦 👨‍👨‍👦‍👦 👨‍👨‍👧‍👦 👨‍👩‍👦 👨‍👩‍👦‍👦 👨‍👩‍👧‍👦 👩‍👦 👩‍👦‍👦 👩‍👧‍👦 👩‍👩‍👦 👩‍👩‍👦‍👦 👩‍👩‍👧‍👦
しおれた花	しおれた花 🥀
バス	バス 🚌 🚍️ 🚎 🚐
じょせいとじょせいできす	じょせいとじょせいできす 👩‍❤️‍💋‍👩
イジェクト	イジェクト ⏏️
くえすちょん	くえすちょん ❓️ ❔️
ひたいにてをあてるおとこ	ひたいにてをあてるおとこ 🤦‍♂️
クマ	クマ 🐻 🐻‍❄️ 🫩
虫眼鏡	虫眼鏡 🔍️
けんきゅう	けんきゅう 🔬
さんざる	さんざる 🙈 🙉 🙊
じょせいのさいばんかん	じょせいのさいばんかん 👩‍⚖️
クモ	クモ 🕷️ 🕸️
こわごわ	こわごわ 🫣 🫣
びたみんＣ	びたみんＣ 🍊
すいきゅうをするおとこ	すいきゅうをするおとこ 🤽‍♂️
まるてぃにーく	まるてぃにーく 🇲🇶
バラ	バラ 🌹
介助犬	介助犬 🐕‍🦺
ごみすてきんし	ごみすてきんし 🚯
むきむき	むきむき 💪
アンデッド	アンデッド 🧟
まらそん	まらそん 🎽 🏃 🏃‍♀️ 🏃‍♀️‍➡️ 🏃‍♂️ 🏃‍♂️‍➡️ 🏃‍➡️
シチュー	シチュー 🍲
まんまーく	まんまーく 🈵
ひらいたふぉるだー	ひらいたふぉるだー 📂
駅弁	駅弁 🍱
すろっとましん	すろっとましん 🎰
7:00	7:00 🕖️ 🕖️
上目	上目 🙄
こんちゅう	こんちゅう 🐜 🦋 🦗 🪲
回転	回転 🪀
ばいばい	ばいばい 👋
てれびげーむ	てれびげーむ 🎮️ 🕹️
ピストル	ピストル 🔫
おどるおとこ	おどるおとこ 🕺
バー	バー 🍷 🍸️ 🍹 🍺 🍻 🍾
白い歯	白い歯 🦷
ケッテイ	ケッテイ 🫏
ごう	ごう 🈴
上着	上着 🥼
ぎょーざ	ぎょーざ 🥟
スター	スター ✨️ ⭐️ 🌟 🌠 👨‍🎤 👩‍🎤 🧑‍🎤
へいあん	へいあん 🧘
きごう	きごう ©️ ®️ ‼️ ⁉️ ™️ ☑️ ✅️ ✔️ ✖️ ✳️ ✴️ ❇️ ❌️ ❎️ ❓️ ❔️ ❕️ ❗️ ➕️ ➖️ ➗️ ➰️ ➿️ ⭕️ 〰️ 〽️ 🔣
飛行機離陸	飛行機離陸 🛫
ごじ	ごじ 🕔️
口なし	口なし 😶
税関	税関 🛃
赤いバラ	赤いバラ 🌹
耳の不自由な女性	耳の不自由な女性 🧏‍♀️
びっくりした顔	びっくりした顔 😲
うもう	うもう 🪶
リズム	リズム 🪇 🪘
くちひげ	くちひげ 🥸
掛け金	掛け金 🪝
RV車	RV車 🚙
半券	半券 🎟️ 🎫
うちき	うちき 🫥
チェック	チェック ☑️ ✅️ ✔️
ぽーく	ぽーく 🐖 🥩
Ｔしゃつ	Ｔしゃつ 👕
ごーすと	ごーすと 👻
キャンディ	キャンディ 🍬 🍭
3時	3時 🕒️
えふで	えふで 🖌️
ぽーず	ぽーず ⏸️
ちゅうしゃき	ちゅうしゃき 💉
ブルーレイ	ブルーレイ 💿️ 📀
ごふ	ごふ 🪬
みずいろ	みずいろ 🩵
みつびん	みつびん 🍯
ケーキ	ケーキ 🍰 🎂 🧁
ぽーち	ぽーち 👝
ふもう｜かんばつ｜はのないき｜ふゆ	ふもう｜かんばつ｜はのないき｜ふゆ 🪾
ごみ	ごみ 🚯 🚯
異性	異性 👫
顔のある新月	顔のある新月 🌚
パスワード	パスワード 🔑 🗝️
うちわ	うちわ 🪭
薪割り	薪割り 🪓
群れ	群れ 🦬
かっぷるとはーと	かっぷるとはーと 👨‍❤️‍👨 👩‍❤️‍👨 👩‍❤️‍👩 💑
7:30	7:30 🕢️ 🕢️
ケール	ケール 🥬
マウンテンバイク	マウンテンバイク 🚵
くうしつ	くうしつ 🈳
まんげつ	まんげつ 🌕️ 🌝
男性宇宙飛行士	男性宇宙飛行士 👨‍🚀
ひらいたじょう	ひらいたじょう 🔓️
くりあ	くりあ 🆑
ふくすうのいえ	ふくすうのいえ 🏘️
インベーダー	インベーダー 👾
ちゃーと	ちゃーと 💹 📈 📉 📊
ほんぱお	ほんぱお 🧧
ぼでぃびる	ぼでぃびる 💪
すいせい	すいせい ☄️
梯子	梯子 🪜
END矢印	END矢印 🔚
放送	放送 📢 📻️
じぇっとこーすたー	じぇっとこーすたー 🎢
にほんちず	にほんちず 🗾
ひつぎ	ひつぎ ⚰️
ブタ鼻	ブタ鼻 🐽
フルート奏者	フルート奏者 🪈
ぷっくっくな顔	ぷっくっくな顔 😡
あはは	あはは 😂 😂 😆 😆 🤣 🤣
ゆると	ゆると 🛖
シェフ	シェフ 👨‍🍳 👩‍🍳 🧑‍🍳
ばってりーざんりょうていか	ばってりーざんりょうていか 🪫
喫茶（コーヒー）	喫茶（コーヒー） ☕️
ひつじ	ひつじ 🐏 🐑 🐑
るーぷ	るーぷ ➰️ ➿️
秀才	秀才 🤓
るーぺ	るーぺ 🔍️ 🔎
けいこく	けいこく ⚠️
えんじぇる	えんじぇる 👼
涼む	涼む 🪭
ブーベ島	ブーベ島 🇧🇻
りさいくる	りさいくる ♻️
しつぼう	しつぼう 🙍
飲料水	飲料水 🚰
ヴィラン	ヴィラン 🦹 🦹‍♀️ 🦹‍♂️
かんぱい	かんぱい 🍻 🥂
おたんじょうび	おたんじょうび 🎂
バイオリン	バイオリン 🎻
シュリンプ	シュリンプ 🦐
せいれい	せいれい 🧞 🧞‍♀️ 🧞‍♂️
だむづくり	だむづくり 🦫
しーっ	しーっ 🤫 🤫
大道芸	大道芸 🤹 🤹‍♀️ 🤹‍♂️
かやっく	かやっく 🚣 🚣‍♀️ 🚣‍♂️ 🛶
医師	医師 👨‍⚕️ 👩‍⚕️ 😷 🧑‍⚕️
しーと	しーと 💺 🪑
おんどり	おんどり 🐓 🐓
男性と女性と男の子の家族	男性と女性と男の子の家族 👨‍👩‍👦
口のない顔	口のない顔 😶
ぱんだのかお	ぱんだのかお 🐼
ディナー	ディナー 🍴 🍽️
ペトリ皿	ペトリ皿 🧫
施錠	施錠 🔒️
ノーフォーク島	ノーフォーク島 🇳🇫
看板	看板 🪧
５じ	５じ 🕔️
めかくし	めかくし 🙈
ねぱーる	ねぱーる 🇳🇵
ふたりできす	ふたりできす 💏
タジキスタン	タジキスタン 🇹🇯
ふるえている	ふるえている 🫨
駆け足	駆け足 🏃 🏃‍♀️ 🏃‍♀️‍➡️ 🏃‍➡️
ジャマイカ	ジャマイカ 🇯🇲
けんない	けんない 📶
かたつむり	かたつむり 🐌 🐌
手（お願い）	手（お願い） 🙏
水球をする女	水球をする女 🤽‍♀️
まにきゅあ	まにきゅあ 💅
せいぶつがくしゃ	せいぶつがくしゃ 🧑‍🔬 🧫 🧬
私立探偵	私立探偵 🕵️ 🕵️‍♀️
ネコ	ネコ 🐈️ 🐈‍⬛ 🐱
くれよん	くれよん 🖍️
backやじるし	backやじるし 🔙
しゃとる	しゃとる 🏸
小エビ	小エビ 🦐
だいびんぐ	だいびんぐ 🤿 🥽 🦪
くちをあけたかお	くちをあけたかお 😦
はいゆう	はいゆう 🎭️ 👨‍🎤 👩‍🎤
ちぇりー	ちぇりー 🍒
しあわせ	しあわせ 🤸 🤸‍♀️ 🤸‍♂️
閉じた傘	閉じた傘 🌂
リピートボタン	リピートボタン 🔁
側転する人	側転する人 🤸
さのまーく	さのまーく 🈂️
かんたんふ	かんたんふ ‼️ ❗️
金髪の男性	金髪の男性 👱‍♂️
シルバー	シルバー 🥈
叫んでいる顔	叫んでいる顔 😱
文具	文具 ✂️ ✏️ ✒️ 📁 📂 📇 📋️ 📌 📍 📎 📏 📐 📑 📒 📓 📔 📝 🖇️ 🖊️ 🖋️ 🖌️ 🖍️ 🗂️ 🗃️ 🗒️
げんしのしんぼる	げんしのしんぼる ⚛️
ユーロ札	ユーロ札 💶
じゃばら	じゃばら 🪗 🪗
まなーもーど	まなーもーど 📳
せんす	せんす 🪭
カラオケ	カラオケ 🎤
4:00	4:00 🕓️ 🕓️
はむさ	はむさ 🪬
わからない	わからない 😕 😕
ぴたぱん	ぴたぱん 🥙 🫓
かなしい	かなしい ☹️ 😔 😞 😟 😢 😭 😿
かげんのつき	かげんのつき 🌗 🌜️
なんきんじょう	なんきんじょう 🔏 🔐 🔒️ 🔓️
パラグライダー	パラグライダー 🪂
こていでんわ	こていでんわ ☎️
せんろ	せんろ 🛤️
犯人	犯人 🦹 🦹‍♀️ 🦹‍♂️
おうしゅうれんごう	おうしゅうれんごう 🇪🇺
女優	女優 🎭️
けが	けが ❤️‍🩹 🤕 🩸 🩸 🩹 🩹 🩼
電池残量低下	電池残量低下 🪫
青ハート	青ハート 💙
開いた本	開いた本 📖
正座する女性	正座する女性 🧎‍♀️ 🧎‍♀️‍➡️
サルサ	サルサ 💃 🕺
えりとりあ	えりとりあ 🇪🇷
じょうようしゃ	じょうようしゃ 🚗 🚘️ 🚙
マーメイド	マーメイド 🧜 🧜‍♀️
ばーさすまーく	ばーさすまーく 🆚
登録商標	登録商標 ®️
タークス・カイコス諸島	タークス・カイコス諸島 🇹🇨
ぎょうざ	ぎょうざ 🥟 🥟
めをとじてべー	めをとじてべー 😝
目をむく	目をむく 🙄
ローションボトル	ローションボトル 🧴
お札	お札 💴 💵 💶 💷 💸
手（Good）	手（Good） 👍️
警官	警官 👮 👮‍♀️ 👮‍♂️
デッドリフト	デッドリフト 🏋️
ハート（ドキドキ）	ハート（ドキドキ） 💗
哺乳類	哺乳類 🫎 🫏
駐車場	駐車場 🅿️
けがない	けがない 🦲
ペパロニ	ペパロニ 🍕
TOP	TOP 🔝
みつばち	みつばち 🐝
UPマーク	UPマーク 🆙
ないているねこ	ないているねこ 😿
青ピーマン	青ピーマン 🫑
エクアドル	エクアドル 🇪🇨
けん	けん ⚔️ 🪯
えんど	えんど 🔚
りまいんだーりぼん	りまいんだーりぼん 🎗️
映画フィルム	映画フィルム 🎞️
かなしみ	かなしみ 🥺
サイクリング	サイクリング 🚲️ 🚴 🚴‍♀️ 🚴‍♂️ 🚵 🚵‍♀️ 🚵‍♂️
つえをついたひと	つえをついたひと 🧑‍🦯 🧑‍🦯‍➡️
アルバ	アルバ 🇦🇼
ちいさいひしがた	ちいさいひしがた 🔸 🔹
けーぶるかー	けーぶるかー 🚠
男性マーク	男性マーク 🚹️
きけん	きけん ☢️ ☣️ ⚠️ ⚡️ 💣️
ちょうしんき	ちょうしんき 🩺
ウィンクする顔	ウィンクする顔 😉
目を閉じてべー	目を閉じてべー 😝
くびまき	くびまき 🧣
警察	警察 👮 👮‍♀️ 👮‍♂️ 🚓 🚔️ 🚨
夜の橋	夜の橋 🌉
かいちゅうでんとう	かいちゅうでんとう 🔦
ひーろー	ひーろー 🦸 🦸‍♀️ 🦸‍♂️
くろいはーと	くろいはーと 🖤
かんきつるい	かんきつるい 🍊 🍋 🍋‍🟩
ねったい	ねったい 🌴 🦩
飲用禁止	飲用禁止 🚱
花火大会	花火大会 🎆
さろん	さろん 💆
ゾンビ	ゾンビ 🧟 🧟‍♀️ 🧟‍♂️
テニスシューズ	テニスシューズ 👟
歌記号（いおり点）	歌記号（いおり点） 〽️
4:30	4:30 🕟️ 🕟️
スケートボード	スケートボード 🛹
虫めがね	虫めがね 🔍️ 🔎 🕵️ 🕵️‍♀️ 🕵️‍♂️
チョコレート	チョコレート 🍫
くびをたてにふる	くびをたてにふる 🙂‍↕️
円高	円高 💹
お得	お得 🉐
つうすいかっぷ	つうすいかっぷ 🪠
テニスボール	テニスボール 🎾
ぶいさいん	ぶいさいん ✌️
カンダ	カンダ 🪯
あづけいれにもつ	あづけいれにもつ 🛄
投票	投票 🗳️
フランス国旗	フランス国旗 🇫🇷
かえってくる	かえってくる 🪃
きたまけどにあ	きたまけどにあ 🇲🇰
ブティック	ブティック 👠
かいしゃ	かいしゃ 🏢
いりょう	いりょう ⚕️ 🩸 🩺
むきりょく	むきりょく 🫤
電動車椅子の人	電動車椅子の人 🧑‍🦼 🧑‍🦼‍➡️
表情（泣き笑い）	表情（泣き笑い） 😂
さんまりの	さんまりの 🇸🇲
男性の整備士	男性の整備士 👨‍🔧
まーめいど	まーめいど 🧜 🧜‍♀️
じぶらるたる	じぶらるたる 🇬🇮
OKのポーズをする男	OKのポーズをする男 🙆‍♂️
なうる	なうる 🇳🇷
くろこだいる	くろこだいる 🐊
頷く	頷く 🙂‍↕️
受話器	受話器 📞
TOP矢印	TOP矢印 🔝
あくやく	あくやく 🦹
えいがかん	えいがかん 🎦
ぐあなこ	ぐあなこ 🦙
みどりのまる	みどりのまる 🟢
男性の教師	男性の教師 👨‍🏫
赤ちょうちん	赤ちょうちん 🏮
new	new 🆕
ひよこまめ	ひよこまめ 🧆
分子	分子 ⚛️
ぐんたい	ぐんたい 🪖 🫡
4時半	4時半 🕟️
ぽけっとべる	ぽけっとべる 📟️
ビクーナ	ビクーナ 🦙
黒四角中	黒四角中 ◾️
12時	12時 🕛️
くんしゅ	くんしゅ 🫅
まーしゃるしょとう	まーしゃるしょとう 🇲🇭
目を細める	目を細める 😊
２じ	２じ 🕑️
だいすき	だいすき 😍
ぷえるとりこ	ぷえるとりこ 🇵🇷
えだまめ	えだまめ 🫛
モロッコ	モロッコ 🇲🇦
くりすます	くりすます 🎄 🎅 🤶 🧑‍🎄
メガネ	メガネ 👓️ 🕶️ 🤓 🥸 🧐
だんせいのせいびし	だんせいのせいびし 👨‍🔧
7じ	7じ 🕖️
ループ	ループ ➰️ ➿️
プロジェクター	プロジェクター 📽️
こごえ	こごえ 🥶
ルーペ	ルーペ 🔍️ 🔎
チョコレートチップ	チョコレートチップ 🍪
化粧	化粧 💄
ススキ	ススキ 🌾 🎑
ナシ	ナシ 🍐
ナス	ナス 🍆
勲章	勲章 🎖️
音量	音量 🔈️ 🔉 🔊
若葉マーク	若葉マーク 🔰
おーすとりあ	おーすとりあ 🇦🇹
十五夜	十五夜 🎑
金メダル	金メダル 🏅 🥇
かわうそ	かわうそ 🦦
１１じ	１１じ 🕚️
ランナー	ランナー 🏃 🏃‍♀️ 🏃‍♀️‍➡️ 🏃‍♂️ 🏃‍♂️‍➡️ 🏃‍➡️
おとぎ話	おとぎ話 🧌 🧚 🧜
シーッ	シーッ 🤫
女性の整備士	女性の整備士 👩‍🔧
ぎふと	ぎふと 🎁
しょうがっこう	しょうがっこう 🎒
グラフ下向き	グラフ下向き 📉
シート	シート 💺 🪑
とりい	とりい ⛩️
かおのあるかげんのつき	かおのあるかげんのつき 🌜️
手動式車椅子	手動式車椅子 🦽
ひだりしたやじるし	ひだりしたやじるし ↙️
ネックレス	ネックレス 📿
ナン	ナン 🫓
くろーばー	くろーばー ☘️ ♣️ 🍀
1:00	1:00 🕐️ 🕐️
じゅにゅうするひと	じゅにゅうするひと 🧑‍🍼
フラミンゴ	フラミンゴ 🦩
ふれんちふらい	ふれんちふらい 🍟
占い	占い 🔮 🔯
びーばー	びーばー 🦫
フロッピー	フロッピー 💾
ぎあ	ぎあ ⚙️
まるた	まるた 🇲🇹 🪵
風呂に入る人	風呂に入る人 🛀
ハロウィン	ハロウィン 🎃
ブータン	ブータン 🇧🇹
ガソリン	ガソリン ⛽️
金持ち	金持ち 💰️
ボートをこぐ人	ボートをこぐ人 🚣
リフト	リフト 🚠 🛗
冷や汗	冷や汗 😅 😓 😰
だんせいのきょうし	だんせいのきょうし 👨‍🏫
ピンク色	ピンク色 🦩
メノラー	メノラー 🕎
まるひ	まるひ ㊙️
母親	母親 👩‍🍼 🧑‍🍼
ＣＯＯＬ	ＣＯＯＬ 🆒
れすりんぐするおとこ	れすりんぐするおとこ 🤼‍♂️
けつえきがた	けつえきがた 🅰️ 🅱️ 🅾️ 🆎
はいひーる	はいひーる 👠
時計（１１時）	時計（１１時） 🕚️
胡坐	胡坐 🧘
みにくいアヒルの子	みにくいアヒルの子 🦢
ごちそう	ごちそう 🍴 🍴
じょせい	じょせい ♀️ ⛹️‍♀️ 🏃‍♀️ 🏃‍♀️‍➡️ 🏄‍♀️ 🏊‍♀️ 🏋️‍♀️ 🏌️‍♀️ 👨‍👩‍👦 👨‍👩‍👦‍👦 👨‍👩‍👧 👨‍👩‍👧‍👦 👨‍👩‍👧‍👧 👩 👩‍⚕️ 👩‍⚖️ 👩‍✈️ 👩‍❤️‍👨 👩‍❤️‍👩 👩‍❤️‍💋‍👨 👩‍❤️‍💋‍👩 👩‍🌾 👩‍🍳 👩‍🍼 👩‍🎓 👩‍🎤 👩‍🎨 👩‍🏫 👩‍🏭 👩‍👦 👩‍👦‍👦 👩‍👧 👩‍👧‍👦 👩‍👧‍👧 👩‍👩‍👦 👩‍👩‍👦‍👦 👩‍👩‍👧 👩‍👩‍👧‍👦 👩‍👩‍👧‍👧 👩‍💻 👩‍💼 👩‍🔧 👩‍🔬 👩‍🚀 👩‍🚒 👩‍🦯 👩‍🦯‍➡️ 👩‍🦰 👩‍🦱 👩‍🦲 👩‍🦳 👩‍🦼 👩‍🦼‍➡️ 👩‍🦽 👩‍🦽‍➡️ 👫 👮‍♀️ 👯‍♀️ 👰‍♀️ 👱‍♀️ 👳‍♀️ 👵 👷‍♀️ 👸 💁‍♀️ 💂‍♀️ 💃 💆‍♀️ 💇‍♀️ 🕵️‍♀️ 🙅‍♀️ 🙆‍♀️ 🙇‍♀️ 🙋‍♀️ 🙍‍♀️ 🙎‍♀️ 🚣‍♀️ 🚴‍♀️ 🚵‍♀️ 🚶‍♀️ 🚶‍♀️‍➡️ 🚺️ 🤦‍♀️ 🤰 🤱 🤵‍♀️ 🤶 🤷‍♀️ 🤸‍♀️ 🤹‍♀️ 🤼‍♀️ 🤽‍♀️ 🤾‍♀️ 🦸‍♀️ 🦹‍♀️ 🧍‍♀️ 🧎‍♀️ 🧎‍♀️‍➡️ 🧏‍♀️ 🧕 🧖‍♀️ 🧗‍♀️ 🧘‍♀️ 🧙‍♀️ 🧚‍♀️ 🧛‍♀️ 🧜‍♀️ 🧝‍♀️ 🧞‍♀️ 🧟‍♀️
